Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,predictions
2616,20,RL,85.0,10533,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1956,Hip,CompShg,VinylSd,VinylSd,BrkFace,244.0,TA,Gd,CBlock,TA,TA,No,Rec,773.0,Unf,0.0,235.0,1008.0,GasA,TA,Y,SBrkr,1024,0,0,1024,1.0,0.0,1,0,2,1,Gd,5,Typ,2,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0,0,0,0,280,0,,,,0,8,2006,WD,Normal,147444.50194706832
2617,20,RL,,11765,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,302.0,TA,TA,CBlock,TA,TA,Mn,Rec,1127.0,Unf,0.0,490.0,1617.0,GasA,Fa,Y,SBrkr,1797,0,0,1797,0.0,0.0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1957.0,Unf,3.0,963.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,161573.19679215323
2618,20,RL,,39384,Pave,,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1110.0,Unf,0.0,595.0,1705.0,GasA,Ex,Y,SBrkr,1390,0,0,1390,1.0,0.0,1,1,1,1,Ex,4,Min1,2,Gd,Attchd,1957.0,Unf,2.0,550.0,TA,TA,Y,0,189,0,0,0,0,,,,0,10,2006,WD,Abnorml,196799.1486876761
2619,20,RL,90.0,11727,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1851.0,1851.0,GasA,Gd,Y,SBrkr,1851,0,0,1851,0.0,0.0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1969.0,Fin,2.0,506.0,TA,TA,Y,0,146,0,0,0,0,,,,0,3,2006,WD,Normal,202098.82729978545
2620,60,RL,60.0,8238,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,GLQ,700.0,Unf,0.0,113.0,813.0,GasA,Ex,Y,SBrkr,813,712,0,1525,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1997.0,Fin,2.0,400.0,TA,TA,Y,421,72,0,0,0,0,,,,0,5,2006,WD,Normal,162991.74762542782
2621,60,RL,,13041,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,781.0,GasA,Gd,Y,SBrkr,781,890,0,1671,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1995.0,Fin,2.0,423.0,TA,TA,Y,0,84,0,0,0,0,,,,0,2,2006,WD,Normal,175520.22261161165
2622,60,RL,54.0,9783,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,821.0,821.0,GasA,Gd,Y,SBrkr,821,955,0,1776,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1996.0,Fin,2.0,443.0,TA,TA,Y,286,116,0,0,0,0,,,,0,5,2006,WD,Normal,180800.47701700008
2623,60,RL,50.0,13128,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1074.0,1074.0,GasA,Ex,Y,SBrkr,1074,990,0,2064,0.0,0.0,2,1,4,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,527.0,TA,TA,Y,0,119,0,0,0,0,,,,0,1,2006,WD,Normal,257403.0886279344
2624,60,RL,42.0,13751,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,Gd,TA,PConc,Gd,TA,Av,GLQ,60.0,Unf,0.0,1640.0,1700.0,GasA,Ex,Y,SBrkr,1700,512,0,2212,1.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3.0,773.0,TA,TA,Y,237,38,0,0,115,0,,,,0,5,2006,New,Partial,227960.63276005315
2625,160,RL,68.0,13108,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,2062.0,2062.0,GasA,Ex,Y,SBrkr,2079,608,0,2687,0.0,0.0,2,1,4,1,Gd,9,Typ,0,,Attchd,1994.0,Fin,2.0,618.0,TA,TA,Y,168,12,0,0,0,0,,,,0,12,2006,WD,Normal,319958.226910104
2626,20,RL,,8076,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,GLQ,705.0,Unf,0.0,455.0,1160.0,GasA,Gd,Y,SBrkr,1169,0,0,1169,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1993.0,Fin,2.0,402.0,TA,TA,Y,0,26,0,0,144,0,,MnPrv,,0,7,2006,WD,Normal,171330.6945312181
2627,120,RL,30.0,3701,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1191.0,1191.0,GasA,TA,Y,SBrkr,1204,0,0,1204,0.0,0.0,2,0,2,1,TA,5,Typ,0,,Attchd,1987.0,RFn,2.0,461.0,TA,TA,Y,120,70,0,0,0,0,,,,0,8,2006,WD,Normal,235960.07061776656
2628,60,RL,59.0,16023,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,600.0,Gd,Ex,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,180.0,1398.0,GasA,Ex,Y,SBrkr,1414,1384,0,2798,1.0,0.0,3,1,3,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,670.0,TA,TA,Y,182,37,0,0,0,0,,,,0,3,2006,New,Partial,414182.6030640706
2629,60,RL,60.0,18062,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,662.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1528.0,1528.0,GasA,Ex,Y,SBrkr,1528,1862,0,3390,0.0,0.0,3,1,5,1,Ex,10,Typ,1,Ex,BuiltIn,2006.0,Fin,3.0,758.0,TA,TA,Y,204,34,0,0,0,0,,,,0,9,2006,New,Partial,460982.817525096
2630,60,RL,63.0,12292,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,184.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,205.0,Unf,0.0,889.0,1094.0,GasA,Ex,Y,SBrkr,1102,1371,0,2473,0.0,0.0,2,1,4,1,Gd,11,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,675.0,TA,TA,Y,246,39,0,0,0,0,,,,0,7,2006,New,Partial,383450.2540307606
2631,60,RL,82.0,16052,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734.0,Ex,TA,PConc,Ex,TA,No,GLQ,1206.0,Unf,0.0,644.0,1850.0,GasA,Ex,Y,SBrkr,1850,848,0,2698,1.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,Attchd,2006.0,RFn,3.0,736.0,TA,TA,Y,250,0,0,0,0,0,,,,0,7,2006,New,Partial,407501.8021815453
2632,60,RL,92.0,15922,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,550.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1390.0,1390.0,GasA,Ex,Y,SBrkr,1390,1405,0,2795,0.0,0.0,3,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,660.0,TA,TA,Y,272,102,0,0,0,0,,,,0,1,2006,New,Partial,414218.73648182966
2633,120,RL,60.0,8147,Pave,,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,230.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1191.0,Unf,0.0,523.0,1714.0,GasA,Ex,Y,SBrkr,1714,0,0,1714,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,517.0,TA,TA,Y,156,55,0,0,0,0,,,,0,8,2006,WD,Normal,347319.3967544768
2634,20,RL,90.0,18261,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1416.0,Unf,0.0,494.0,1910.0,GasA,Ex,Y,SBrkr,2000,0,0,2000,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Gd,Attchd,2005.0,Unf,3.0,722.0,TA,TA,Y,351,102,0,0,123,0,,,,0,9,2006,WD,Normal,380098.92739558034
2635,85,RL,,10464,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,6,1980,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,Av,GLQ,850.0,Unf,0.0,138.0,988.0,GasA,TA,Y,SBrkr,1102,0,0,1102,1.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1980.0,RFn,2.0,582.0,TA,TA,Y,140,22,0,0,0,0,,,,0,6,2006,WD,Normal,159975.59360143004
2636,60,RL,81.0,10530,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,945.0,945.0,GasA,TA,Y,SBrkr,945,912,0,1857,0.0,0.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1978.0,RFn,2.0,482.0,TA,TA,Y,400,105,0,0,0,0,,GdPrv,,0,7,2006,WD,Normal,179908.31333977106
2637,85,RL,,9927,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,CompShg,VinylSd,Wd Shng,Stone,252.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1005.0,Unf,0.0,42.0,1047.0,GasA,TA,Y,SBrkr,1083,0,0,1083,1.0,0.0,1,0,2,1,TA,5,Typ,1,Fa,Attchd,1976.0,RFn,2.0,596.0,TA,TA,Y,444,0,40,0,0,0,,,,0,7,2006,WD,Normal,155231.831619438
2638,60,FV,75.0,9512,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,788.0,Unf,0.0,172.0,960.0,GasA,Ex,Y,SBrkr,960,1358,0,2318,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Ex,BuiltIn,2005.0,Fin,2.0,541.0,TA,TA,Y,0,246,0,0,0,0,,,,0,6,2006,New,Partial,251474.8445262918
2639,80,RL,81.0,10530,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,TA,TA,CBlock,TA,Fa,No,ALQ,548.0,Unf,0.0,127.0,675.0,GasA,TA,Y,SBrkr,1109,766,0,1875,0.0,0.0,3,0,3,1,Gd,8,Typ,1,TA,Attchd,1975.0,RFn,2.0,485.0,TA,TA,Y,48,28,0,0,0,0,,,,0,6,2006,WD,Normal,211147.67250159843
2640,20,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,ALQ,755.0,Unf,0.0,348.0,1103.0,GasA,TA,Y,SBrkr,1103,0,0,1103,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,1974.0,Unf,2.0,462.0,TA,TA,Y,295,84,0,0,0,0,,GdWo,,0,6,2006,WD,Normal,152020.48965547676
2641,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Rec,20.0,LwQ,620.0,224.0,864.0,GasA,TA,Y,SBrkr,874,0,0,874,0.0,1.0,1,0,3,1,TA,5,Typ,0,,Detchd,1995.0,Unf,2.0,576.0,TA,TA,Y,63,0,0,0,0,0,,,,0,3,2006,WD,Normal,108908.22405037783
2642,120,RH,26.0,8773,Pave,,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,951.0,Unf,0.0,536.0,1487.0,GasA,Ex,Y,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,Gd,4,Typ,0,,Attchd,2002.0,Fin,2.0,543.0,TA,TA,Y,196,68,0,0,0,0,,,,0,9,2006,WD,Normal,179392.69078524166
2643,160,RM,24.0,2760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,TA,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1973.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2006,WD,Normal,100453.14723423652
2644,160,RM,24.0,2160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,No,LwQ,402.0,Unf,0.0,363.0,765.0,GasA,Gd,Y,SBrkr,765,600,0,1365,0.0,0.0,1,1,3,1,Gd,7,Min1,1,Fa,Attchd,1973.0,Unf,2.0,440.0,TA,TA,Y,0,36,0,0,0,0,,,,0,6,2006,WD,Normal,130050.1385620617
2645,160,RM,21.0,1890,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,Unf,0.0,212.0,494.0,GasA,Ex,Y,SBrkr,494,536,0,1030,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,112768.73649536251
2646,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,TA,Y,SBrkr,483,465,0,948,0.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,89814.78889634035
2647,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,BLQ,382.0,Unf,0.0,143.0,525.0,GasA,Gd,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,352,0,0,0,0,0,,GdPrv,,0,10,2006,WD,Normal,99292.00027336087
2648,120,RL,53.0,4043,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,727.0,BLQ,156.0,186.0,1069.0,GasA,Gd,Y,SBrkr,1069,0,0,1069,0.0,1.0,2,0,2,1,TA,4,Typ,1,Po,Attchd,1975.0,RFn,2.0,440.0,TA,TA,Y,0,55,0,0,225,0,,,,0,7,2006,WD,Normal,135154.18741865593
2649,20,RL,65.0,7514,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,373.0,Rec,108.0,462.0,943.0,GasA,TA,Y,SBrkr,1387,0,0,1387,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1974.0,RFn,1.0,300.0,TA,TA,Y,0,0,240,0,0,0,,,,0,9,2006,WD,Normal,157909.3134915769
2650,120,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,120.0,BLQ,492.0,443.0,1055.0,GasA,TA,Y,SBrkr,1055,0,0,1055,1.0,0.0,2,0,2,1,TA,4,Typ,0,,Attchd,1976.0,Unf,1.0,319.0,TA,TA,Y,0,29,0,0,0,0,,,,0,4,2006,WD,Normal,161886.57450440194
2651,160,RL,24.0,2179,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,70.0,Unf,0.0,785.0,855.0,GasA,Gd,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2.0,460.0,TA,TA,Y,0,28,0,0,0,0,,,,0,7,2006,WD,Normal,136623.51002551056
2652,60,RL,72.0,16387,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Ex,Gd,No,GLQ,1369.0,Unf,0.0,369.0,1738.0,GasA,Gd,Y,SBrkr,1738,851,0,2589,1.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,Attchd,2006.0,RFn,3.0,831.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2006,New,Partial,389694.89943900844
2653,20,RL,110.0,16163,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1618.0,1618.0,GasA,Ex,Y,SBrkr,1618,0,0,1618,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,3.0,880.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,279353.9430007137
2654,20,RL,108.0,12228,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1721.0,1721.0,GasA,Ex,Y,SBrkr,1740,0,0,1740,0.0,0.0,2,0,4,1,Gd,8,Typ,0,,Attchd,2006.0,RFn,3.0,874.0,TA,TA,Y,0,43,0,0,0,0,,,,0,9,2006,New,Partial,252734.77763488275
2655,20,RL,120.0,14780,Pave,,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1505.0,Unf,0.0,363.0,1868.0,GasA,Ex,Y,SBrkr,1868,0,0,1868,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,1085.0,TA,TA,Y,354,56,0,0,156,0,,,,0,6,2006,WD,Normal,363934.5792801173
2656,60,RL,120.0,13975,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1090.0,1090.0,GasA,Ex,Y,SBrkr,1117,1089,0,2206,0.0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,670.0,TA,TA,Y,148,95,0,0,0,0,,,,0,8,2006,New,Partial,369020.67255501763
2657,60,RL,82.0,9942,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,Ex,TA,PConc,Ex,Gd,Av,GLQ,1290.0,Unf,0.0,316.0,1606.0,GasA,Ex,Y,SBrkr,1625,466,0,2091,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,2.0,521.0,TA,TA,Y,194,84,0,0,0,0,,,,0,5,2006,New,Partial,352042.0083725551
2658,60,RL,103.0,12867,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,,,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1209.0,1209.0,GasA,Ex,Y,SBrkr,1209,1044,0,2253,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,575.0,TA,TA,Y,243,142,0,0,0,0,,,,0,7,2006,New,Partial,310001.87913284183
2659,60,RL,82.0,10672,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1054.0,1054.0,GasA,Gd,Y,SBrkr,1054,1335,0,2389,0.0,0.0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,672.0,TA,TA,Y,176,64,0,0,0,0,,,,0,11,2006,New,Partial,310267.36449922004
2660,60,RL,82.0,11643,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,Gd,TA,PConc,Ex,TA,Av,GLQ,880.0,Unf,0.0,644.0,1524.0,GasA,Ex,Y,SBrkr,1544,814,0,2358,1.0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,784.0,TA,TA,Y,120,34,0,0,0,0,,,,0,8,2006,New,Partial,312265.55403985345
2661,20,RL,121.0,13758,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232.0,Unf,0.0,560.0,1792.0,GasA,Ex,Y,SBrkr,1792,0,0,1792,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,3.0,925.0,TA,TA,Y,204,49,0,0,0,0,,,,0,3,2006,New,Partial,348672.5228488402
2662,20,RL,131.0,14828,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,674.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1383.0,Unf,0.0,397.0,1780.0,GasA,Ex,Y,SBrkr,1780,0,0,1780,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,816.0,TA,TA,Y,144,68,0,0,0,0,,,,0,8,2006,WD,Normal,358473.7109474379
2663,60,RL,,13215,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,Unf,0.0,426.0,1420.0,GasA,Ex,Y,SBrkr,1426,488,0,1914,1.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,BuiltIn,2004.0,RFn,3.0,746.0,TA,TA,Y,168,127,0,0,0,0,,,,0,2,2006,WD,Normal,273049.7259697976
